移动源1,#genre#
 安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225631/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225727/index.m3u8
 宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
 甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
 内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
 新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
 云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225636/index.m3u8
 吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225637/index.m3u8
 西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
 海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
 黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225640/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225658/index.m3u8
 广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225641/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225699/index.m3u8
 浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225643/index.m3u8
 江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225644/index.m3u8
 深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225645/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
 东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225647/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225700/index.m3u8
 天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225648/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
 北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225651/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225701/index.m3u8
 山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225650/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225737/index.m3u8
 山东教育卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
 CETV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
 金鹰卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
 卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
 优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
 哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
 黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225744/index.m3u8
 黑莓电竞,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225712/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225713/index.m3u8
 黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
 纪实人文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225748/index.m3u8
 NewTV动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
 NewTV古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
 NewTV明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
 NewTV惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
 NewTV金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
 NewTV军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
 NewTV爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
 NewTV精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
 NewTV精品记录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
 NewTV健康有约,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
 NewTV精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
 NewTV军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
 NewTV家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
 NewTV搏击,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
 NewTV中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
 NewTV农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
 NewTV潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
 NewTV超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
 NewTV超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
 NewTV超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
 NewTV超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
 NewTV炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
 NewTV东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
 NewTV欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
咪咕源,#genre#
 CCTV1,http://39.134.52.153/PLTV/88888888/224/3221226128/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226147/1.m3u8
 CCTV2,http://39.134.52.153/PLTV/88888888/224/3221226116/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226145/1.m3u8
 CCTV3,http://39.134.52.153/PLTV/88888888/224/3221226169/1.m3u8
 CCTV4,http://39.134.52.153/PLTV/88888888/224/3221226114/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226157/1.m3u8
 CCTV5,http://39.134.52.153/PLTV/88888888/224/3221226138/1.m3u8
 CCTV5+,http://39.134.52.153/PLTV/88888888/224/3221226136/1.m3u8
 CCTV6,http://39.134.52.153/PLTV/88888888/224/3221226167/1.m3u8
 CCTV7,http://39.134.52.153/PLTV/88888888/224/3221226143/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226126/1.m3u8
 CCTV8,http://39.134.52.153/PLTV/88888888/224/3221226165/1.m3u8
 CCTV9,http://39.134.52.153/PLTV/88888888/224/3221226112/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226141/1.m3u8
 CCTV10,http://39.134.52.153/PLTV/88888888/224/3221226122/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226132/1.m3u8
 CCTV11,http://39.134.52.153/PLTV/88888888/224/3221226161/1.m3u8
 CCTV12,http://39.134.52.153/PLTV/88888888/224/3221226151/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226130/1.m3u8
 CCTV13,http://39.134.52.153/PLTV/88888888/224/3221226159/1.m3u8
 CCTV14,http://39.134.52.153/PLTV/88888888/224/3221226120/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226149/1.m3u8
 CCTV15,http://39.134.52.153/PLTV/88888888/224/3221226118/1.m3u8
 江苏卫视,http://39.134.52.153/PLTV/88888888/224/3221226098/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226082/1.m3u8
 湖南卫视,http://39.134.52.153/PLTV/88888888/224/3221226113/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226129/1.m3u8
 湖北卫视,http://39.134.52.153/PLTV/88888888/224/3221226100/1.m3u8
 北京卫视,http://39.134.52.153/PLTV/88888888/224/3221226163/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226153/1.m3u8
 东方卫视,http://39.134.52.153/PLTV/88888888/224/3221226155/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226106/1.m3u8
 天津卫视,http://39.134.52.153/PLTV/88888888/224/3221226103/1.m3u8
 浙江卫视,http://39.134.52.153/PLTV/88888888/224/3221226074/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226086/1.m3u8
 广西卫视,http://39.134.52.153/PLTV/88888888/224/3221226119/1.m3u8
 广东卫视,http://39.134.52.153/PLTV/88888888/224/3221226135/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226133/1.m3u8
 辽宁卫视,http://39.134.52.153/PLTV/88888888/224/3221226125/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226072/1.m3u8
 吉林卫视,http://39.134.52.153/PLTV/88888888/224/3221226127/1.m3u8
 青海卫视,http://39.134.52.153/PLTV/88888888/224/3221226111/1.m3u8
 新疆卫视,http://39.134.52.153/PLTV/88888888/224/3221226090/1.m3u8
 宁夏卫视,http://39.134.52.153/PLTV/88888888/224/3221226092/1.m3u8
 黑龙江卫视,http://39.134.52.153/PLTV/88888888/224/3221226084/1.m3u8
 甘肃卫视,http://39.134.52.153/PLTV/88888888/224/3221226104/1.m3u8
 河南卫视,http://39.134.52.153/PLTV/88888888/224/3221226115/1.m3u8
 河北卫视,http://39.134.52.153/PLTV/88888888/224/3221226131/1.m3u8
 山东卫视,http://39.134.52.153/PLTV/88888888/224/3221226107/1.m3u8
 山西卫视,http://39.134.52.153/PLTV/88888888/224/3221226076/1.m3u8
 重庆卫视,http://39.134.52.153/PLTV/88888888/224/3221226137/1.m3u8
 四川卫视,http://39.134.52.153/PLTV/88888888/224/3221226078/1.m3u8
 贵州卫视,http://39.134.52.153/PLTV/88888888/224/3221226102/1.m3u8
 云南卫视,http://39.134.52.153/PLTV/88888888/224/3221226117/1.m3u8
 江西卫视,http://39.134.52.153/PLTV/88888888/224/3221226080/1.m3u8
 深圳卫视,http://39.134.52.153/PLTV/88888888/224/3221226105/1.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226121/1.m3u8
 海南卫视,http://39.134.52.153/PLTV/88888888/224/3221226109/1.m3u8
 内蒙古卫视,http://39.134.52.153/PLTV/88888888/224/3221226123/1.m3u8
 东南卫视,http://39.134.52.153/PLTV/88888888/224/3221226124/1.m3u8
 安徽卫视,http://39.134.52.153/PLTV/88888888/224/3221226134/1.m3u8#http://39.135.33.12/PLTV/88888888/224/3221225836/index.m3u8
 优漫卡通,http://39.134.52.153/PLTV/88888888/224/3221226088/1.m3u8
 卡酷少儿,http://39.134.52.153/PLTV/88888888/224/3221226094/1.m3u8
 金鹰卡通,http://39.134.52.153/PLTV/88888888/224/3221226096/1.m3u8
 CETV1,http://39.134.52.153/PLTV/88888888/224/3221226139/1.m3u8
 CETV2,http://39.134.52.153/PLTV/88888888/224/3221226108/1.m3u8
 CGTN,http://39.134.52.153/PLTV/88888888/224/3221226110/1.m3u8
OTT源,#genre#
 IPTV8+,http://117.156.28.119/270000001111/1110000057/index.m3u8
 IPTV5,http://117.156.28.119/270000001111/1110000054/index.m3u8
 CCTV1,http://ott.js.chinamobile.com/PLTV/3/224/3221225530/index.m3u8,http://ott.js.chinamobile.com/PLTV/3/224/3221226316/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221225852/index.m3u8
 CCTV2,http://ott.js.chinamobile.com/PLTV/3/224/3221226993/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221225881/index.m3u8
 CCTV3,http://ott.js.chinamobile.com/PLTV/3/224/3221225588/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221226360/index.m3u8
 CCTV4,http://ott.js.chinamobile.com/PLTV/3/224/3221225534/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221225781/index.m3u8
 CCTV5,http://ott.js.chinamobile.com/PLTV/3/224/3221226362/index.m3u8
 CCTV5+,http://ott.js.chinamobile.com/PLTV/3/224/3221225604/index.m3u8
 CCTV6,http://ott.js.chinamobile.com/PLTV/3/224/3221225548/index.m3u8
 CCTV7,http://ott.js.chinamobile.com/PLTV/3/224/3221225546/index.m3u8
 CCTV8,http://ott.js.chinamobile.com/PLTV/3/224/3221225866/index.m3u8
 CCTV9,http://ott.js.chinamobile.com/PLTV/3/224/3221225532/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221225868/index.m3u8
 CCTV10,http://ott.js.chinamobile.com/PLTV/3/224/3221225550/index.m3u8
 CCTV11,http://ott.js.chinamobile.com/PLTV/3/224/3221226015/index.m3u8
 CCTV12,http://ott.js.chinamobile.com/PLTV/3/224/3221225556/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221225803/index.m3u8
 CCTV13,http://ott.js.chinamobile.com/PLTV/3/224/3221225560/index.m3u8
 CCTV14,http://ott.js.chinamobile.com/PLTV/3/224/3221225813/index.m3u8
 CCTV15,http://ott.js.chinamobile.com/PLTV/3/224/3221225817/index.m3u8
 CETV1,http://ott.js.chinamobile.com/PLTV/3/224/3221225909/index.m3u8
 CETV2,http://ott.js.chinamobile.com/PLTV/3/224/3221225850/index.m3u8
 CGTN,http://ott.js.chinamobile.com/PLTV/3/224/3221225917/index.m3u8
 黑莓电竟,http://ott.js.chinamobile.com/PLTV/3/224/3221225539/index.m3u8
 黑莓动画,http://ott.js.chinamobile.com/PLTV/3/224/3221225555/index.m3u8
 黑莓电影,http://ott.js.chinamobile.com/PLTV/3/224/3221225567/index.m3u8
 江西卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225536/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221225798/index.m3u8
 浙江卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225544/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221225860/index.m3u8
 北京卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225574/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221225858/index.m3u8
 云南卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225591/index.m3u8
 广东卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225592/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221225864/index.m3u8
 安徽卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225634/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221225800/index.m3u8
 江苏卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225782/index.m3u8
 青海卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225783/index.m3u8
 贵州卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225787/index.m3u8
 山西卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225786/index.m3u8
 辽宁卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225802/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221225566/index.m3u8
 山东卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225804/index.m3u8
 广西卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225806/index.m3u8
 天津卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225808/index.m3u8
 海南卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225810/index.m3u8
 重庆卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225812/index.m3u8
 四川卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225814/index.m3u8
 河南卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225815/index.m3u8
 东南卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225816/index.m3u8
 内蒙古卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225836/index.m3u8
 云南卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225838/index.m3u8
 河北卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225840/index.m3u8
 宁夏卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225842/index.m3u8
 新疆卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225844/index.m3u8
 甘肃卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225846/index.m3u8
 湖南卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225854/index.m3u8
 东方卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225856/index.m3u8
 深圳卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225862/index.m3u8
 湖北卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225877/index.m3u8
 吉林卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225883/index.m3u8
 黑龙江卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221226374/index.m3u8
 西藏卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221226376/index.m3u8
 厦门卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221226996/index.m3u8
 安多卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221226999/index.m3u8
 优漫卡通,http://ott.js.chinamobile.com/PLTV/3/224/3221225933/index.m3u8
 金鹰卡通,http://ott.js.chinamobile.com/PLTV/3/224/3221226303/index.m3u8
 卡酷,http://ott.js.chinamobile.com/PLTV/3/224/3221226305/index.m3u8
 哈哈炫动,http://ott.js.chinamobile.com/PLTV/3/224/3221226388/index.m3u8
 凤凰中文,http://ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
 凤凰资讯,http://ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8
央视频源,#genre#
 CCTV4k,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000266303.m3u8$央视频源
 CCTV1,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000210103.m3u8$央视频源
 CCTV2,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000203603.m3u8$央视频源
 CCTV3,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000203803.m3u8$央视频源
 CCTV4,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000204803.m3u8$央视频源
 CCTV5,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000205103.m3u8$央视频源
 CCTV5+,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000204503.m3u8$央视频源
 CCTV6,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000203303.m3u8$央视频源
 CCTV7,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000510003.m3u8$央视频源
 CCTV8,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000203903.m3u8$央视频源
 CCTV9,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000499403.m3u8$央视频源
 CCTV10,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000203503.m3u8$央视频源
 CCTV11,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000204103.m3u8$央视频源
 CCTV12,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000202603.m3u8$央视频源
 CCTV13,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000204603.m3u8$央视频源
 CCTV14,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000204403.m3u8$央视频源
 CCTV15,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000205003.m3u8$央视频源
 CCTV17,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000204203.m3u8$央视频源
 北京卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000272103.m3u8$央视频源
 辽宁卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000281303.m3u8$央视频源
 吉林卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000284703.m3u8$央视频源
 宁夏卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000285103.m3u8$央视频源
 海南卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000291503.m3u8$央视频源
 深圳卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000292203.m3u8$央视频源
 东方卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000292403.m3u8$央视频源
 东南卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000292503.m3u8$央视频源
 广东卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000292703.m3u8$央视频源
 河北卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000293403.m3u8$央视频源
 贵州卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000293303.m3u8$央视频源
 江西卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000294103.m3u8$央视频源
 黑龙江卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000293903.m3u8$央视频源
 湖北卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000294503.m3u8$央视频源
 广西卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000294203.m3u8$央视频源
 陕西卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000294403.m3u8$央视频源
 山东卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000294803.m3u8$央视频源
 甘肃卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000294603.m3u8$央视频源
 青海卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000294703.m3u8$央视频源
 天津卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000295103.m3u8$央视频源
 四川卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000295003.m3u8$央视频源
 浙江卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000295503.m3u8$央视频源
 江苏卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000295603.m3u8$央视频源
 河南卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000296103.m3u8$央视频源
 湖南卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000296203.m3u8$央视频源
 重庆卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000297803.m3u8$央视频源
 安徽卫视,http://111.48.79.174/tlivecloud-cdn.ysp.cctv.cn/013/2000298003.m3u8$央视频源
广西联通源,#genre#
 CCTV1,http://121.31.30.90:8085/ysten-business/live/hdcctv01/1.m3u8
 CCTV2,http://121.31.30.90:8085/ysten-business/live/cctv-2/1.m3u8
 CCTV3,http://121.31.30.90:8085/ysten-business/live/cctv-3/1.m3u8
 CCTV4,http://121.31.30.90:8085/ysten-business/live/cctv-4/1.m3u8
 CCTV5,http://121.31.30.90:8085/ysten-business/live/cctv-5/1.m3u8
 CCTV5+,http://121.31.30.90:8085/ysten-business/live/hdcctv05plus/1.m3u8
 CCTV6,http://121.31.30.90:8085/ysten-business/live/cctv-6/1.m3u8
 CCTV7,http://121.31.30.90:8085/ysten-business/live/cctv-7/1.m3u8
 CCTV8,http://121.31.30.90:8085/ysten-business/live/cctv-8/1.m3u8
 CCTV9,http://121.31.30.90:8085/ysten-business/live/cctv-news/1.m3u8
 CCTV10,http://121.31.30.90:8085/ysten-business/live/cctv-10/1.m3u8
 CCTV11,http://121.31.30.90:8085/ysten-business/live/cctv-11/1.m3u8
 CCTV12,http://121.31.30.90:8085/ysten-business/live/cctv-12/1.m3u8
 CCTV13,http://121.31.30.90:8085/ysten-business/live/cctv-13/1.m3u8
 CCTV14,http://121.31.30.90:8085/ysten-business/live/cctv-14/1.m3u8
 CCTV15,http://121.31.30.90:8085/ysten-business/live/cctv-15/1.m3u8
 CGTN,http://121.31.30.90:8085/ysten-business/live/cctv-9/1.m3u8
 浙江卫视,http://121.31.30.90:8085/ysten-business/live/hdzhejiangstv/1.m3u8
 江苏卫视,http://121.31.30.90:8085/ysten-business/live/hdjiangsustv/1.m3u8
 湖南卫视,http://121.31.30.90:8085/ysten-business/live/hdhunanstv/1.m3u8
 东方卫视,http://121.31.30.90:8085/ysten-business/live/hddongfangstv/1.m3u8
 北京卫视,http://121.31.30.90:8085/ysten-business/live/hdbeijingstv/1.m3u8
 广东卫视,http://121.31.30.90:8085/ysten-business/live/hdguangdongstv/1.m3u8
 天津卫视,http://121.31.30.90:8085/ysten-business/live/hdtianjinstv/1.m3u8
 深圳卫视,http://121.31.30.90:8085/ysten-business/live/hdshenzhenstv/1.m3u8
 山东卫视,http://121.31.30.90:8085/ysten-business/live/hdshandongstv/1.m3u8
 黑龙江卫视,http://121.31.30.90:8085/ysten-business/live/hdheilongjiangstv/1.m3u8
 江西卫视,http://121.31.30.90:8085/ysten-business/live/jiangxistv/1.m3u8
 重庆卫视,http://121.31.30.90:8085/ysten-business/live/chongqingstv/1.m3u8
 辽宁卫视,http://121.31.30.90:8085/ysten-business/live/liaoningstv/1.m3u8
 四川卫视,http://121.31.30.90:8085/ysten-business/live/sichuanstv/1.m3u8
 广西卫视,http://121.31.30.90:8085/ysten-business/live/guangxistv/1.m3u8
 河北卫视,http://121.31.30.90:8085/ysten-business/live/hebeistv/1.m3u8
 山西卫视,http://121.31.30.90:8085/ysten-business/live/shanxistv/1.m3u8
 陕西卫视,http://121.31.30.90:8085/ysten-business/live/shanxi1stv/1.m3u8
 安徽卫视,http://121.31.30.90:8085/ysten-business/live/anhuistv/1.m3u8
 河南卫视,http://121.31.30.90:8085/ysten-business/live/henanstv/1.m3u8
 青海卫视,http://121.31.30.90:8085/ysten-business/live/qinghaistv/1.m3u8
 贵州卫视,http://121.31.30.90:8085/ysten-business/live/guizhoustv/1.m3u8
 宁夏卫视,http://121.31.30.90:8085/ysten-business/live/ningxiastv/1.m3u8
 甘肃卫视,http://121.31.30.90:8085/ysten-business/live/gansustv/1.m3u8
 内蒙古卫视,http://121.31.30.90:8085/ysten-business/live/neimenggustv/1.m3u8
 新疆卫视,http://121.31.30.90:8085/ysten-business/live/xinjiangstv/1.m3u8
 旅游卫视,http://121.31.30.90:8085/ysten-business/live/lvyoustv/1.m3u8
 吉林卫视,http://121.31.30.90:8085/ysten-business/live/jilinstv/1.m3u8
 湖北卫视,http://121.31.30.90:8085/ysten-business/live/hubeistv/1.m3u8
 西藏卫视,http://121.31.30.90:8085/ysten-business/live/xizangstv/1.m3u8
 云南卫视,http://121.31.30.90:8085/ysten-business/live/yunnanstv/1.m3u8
 NewTV动作电影,http://121.31.30.90:8085/ysten-business/live/dongzuody/1.m3u8
 NewTV明星大片,http://121.31.30.90:8085/ysten-business/live/mingxingdp/1.m3u8
 NewTV金牌综艺,http://121.31.30.90:8085/ysten-business/live/saishijx/1.m3u8
 NewTV精品体育,http://121.31.30.90:8085/ysten-business/live/jtiyu/1.m3u8
 NewTV精品大剧,http://121.31.30.90:8085/ysten-business/live/jdaju/1.m3u8
 NewTV精品电影,http://121.31.30.90:8085/ysten-business/live/jdianying/1.m3u8
 NewTV海外剧场,http://121.31.30.90:8085/ysten-business/live/xiqumd/1.m3u8
